IDInteractorA,IDInteractorB
entrez gene/locuslink:179070,entrez gene/locuslink:173512
entrez gene/locuslink:179070,entrez gene/locuslink:188703
entrez gene/locuslink:179070,entrez gene/locuslink:172741
entrez gene/locuslink:179070,entrez gene/locuslink:175666
entrez gene/locuslink:179070,entrez gene/locuslink:174106
entrez gene/locuslink:179070,entrez gene/locuslink:172161
entrez gene/locuslink:179070,entrez gene/locuslink:180529
entrez gene/locuslink:179070,entrez gene/locuslink:180671
entrez gene/locuslink:179070,entrez gene/locuslink:172491
entrez gene/locuslink:179070,entrez gene/locuslink:173071
entrez gene/locuslink:179070,entrez gene/locuslink:176007
entrez gene/locuslink:179070,entrez gene/locuslink:178846
entrez gene/locuslink:172041,entrez gene/locuslink:175922
entrez gene/locuslink:172041,entrez gene/locuslink:178260
entrez gene/locuslink:172041,entrez gene/locuslink:184080
entrez gene/locuslink:179217,entrez gene/locuslink:176347
entrez gene/locuslink:179217,entrez gene/locuslink:179393
entrez gene/locuslink:179217,entrez gene/locuslink:176237
entrez gene/locuslink:176286,entrez gene/locuslink:187434
entrez gene/locuslink:179217,entrez gene/locuslink:187434
entrez gene/locuslink:175275,entrez gene/locuslink:187434
entrez gene/locuslink:175525,entrez gene/locuslink:187434
entrez gene/locuslink:173338,entrez gene/locuslink:187434
entrez gene/locuslink:173338,entrez gene/locuslink:176237
entrez gene/locuslink:173338,entrez gene/locuslink:179393
entrez gene/locuslink:173338,entrez gene/locuslink:176347
entrez gene/locuslink:176286,entrez gene/locuslink:176237
entrez gene/locuslink:172616,entrez gene/locuslink:175717
entrez gene/locuslink:172616,entrez gene/locuslink:175717
entrez gene/locuslink:175717,entrez gene/locuslink:172616
entrez gene/locuslink:172616,entrez gene/locuslink:176380
entrez gene/locuslink:175717,entrez gene/locuslink:176380
entrez gene/locuslink:176380,entrez gene/locuslink:175717
entrez gene/locuslink:176380,entrez gene/locuslink:172616
entrez gene/locuslink:175717,entrez gene/locuslink:176380
entrez gene/locuslink:179217,entrez gene/locuslink:172123
entrez gene/locuslink:179217,entrez gene/locuslink:179824
entrez gene/locuslink:179217,entrez gene/locuslink:177657
entrez gene/locuslink:179224,entrez gene/locuslink:172123
entrez gene/locuslink:179224,entrez gene/locuslink:179824
entrez gene/locuslink:179224,entrez gene/locuslink:177657
entrez gene/locuslink:172123,entrez gene/locuslink:179224
entrez gene/locuslink:179824,entrez gene/locuslink:179224
entrez gene/locuslink:177657,entrez gene/locuslink:179224
entrez gene/locuslink:172123,entrez gene/locuslink:179217
entrez gene/locuslink:179824,entrez gene/locuslink:179217
entrez gene/locuslink:177657,entrez gene/locuslink:179217
entrez gene/locuslink:177657,entrez gene/locuslink:173338
entrez gene/locuslink:179824,entrez gene/locuslink:173338
entrez gene/locuslink:172123,entrez gene/locuslink:173338
entrez gene/locuslink:177657,entrez gene/locuslink:175275
entrez gene/locuslink:179824,entrez gene/locuslink:175275
entrez gene/locuslink:172123,entrez gene/locuslink:175275
entrez gene/locuslink:180575,entrez gene/locuslink:179959
entrez gene/locuslink:174697,entrez gene/locuslink:180575
entrez gene/locuslink:174697,entrez gene/locuslink:179959
entrez gene/locuslink:179943,entrez gene/locuslink:3565776
entrez gene/locuslink:173869,entrez gene/locuslink:190775
entrez gene/locuslink:173869,entrez gene/locuslink:176605
entrez gene/locuslink:176806,entrez gene/locuslink:173869
entrez gene/locuslink:173869,entrez gene/locuslink:174260
entrez gene/locuslink:177045,entrez gene/locuslink:172458
entrez gene/locuslink:189346,entrez gene/locuslink:177987
entrez gene/locuslink:189346,entrez gene/locuslink:175837
entrez gene/locuslink:189346,entrez gene/locuslink:177600
entrez gene/locuslink:189346,entrez gene/locuslink:183628
entrez gene/locuslink:189346,entrez gene/locuslink:175162
entrez gene/locuslink:189346,entrez gene/locuslink:177497
entrez gene/locuslink:189346,entrez gene/locuslink:174673
entrez gene/locuslink:189346,entrez gene/locuslink:171891
entrez gene/locuslink:189346,entrez gene/locuslink:171856
entrez gene/locuslink:189346,entrez gene/locuslink:174288
entrez gene/locuslink:175837,entrez gene/locuslink:177987
entrez gene/locuslink:175837,entrez gene/locuslink:189346
entrez gene/locuslink:175162,entrez gene/locuslink:177987
entrez gene/locuslink:175162,entrez gene/locuslink:189346
entrez gene/locuslink:177987,entrez gene/locuslink:175837
entrez gene/locuslink:177987,entrez gene/locuslink:189346
entrez gene/locuslink:189346,entrez gene/locuslink:177987
entrez gene/locuslink:189346,entrez gene/locuslink:175837
entrez gene/locuslink:177987,entrez gene/locuslink:175162
entrez gene/locuslink:189346,entrez gene/locuslink:175162
entrez gene/locuslink:189346,entrez gene/locuslink:177987
entrez gene/locuslink:189346,entrez gene/locuslink:175837
entrez gene/locuslink:177987,entrez gene/locuslink:189346
entrez gene/locuslink:175837,entrez gene/locuslink:189346
entrez gene/locuslink:176554,entrez gene/locuslink:172167
entrez gene/locuslink:179217,entrez gene/locuslink:177540
entrez gene/locuslink:172856,entrez gene/locuslink:177540
entrez gene/locuslink:179217,entrez gene/locuslink:171849
entrez gene/locuslink:172882,entrez gene/locuslink:181263
entrez gene/locuslink:176773,entrez gene/locuslink:181263
entrez gene/locuslink:175801,entrez gene/locuslink:181263
entrez gene/locuslink:175054,entrez gene/locuslink:175237
entrez gene/locuslink:175054,entrez gene/locuslink:177908
entrez gene/locuslink:175054,entrez gene/locuslink:187612
entrez gene/locuslink:175054,entrez gene/locuslink:176829
entrez gene/locuslink:175006,entrez gene/locuslink:179597
entrez gene/locuslink:175006,entrez gene/locuslink:179597
entrez gene/locuslink:171788,entrez gene/locuslink:175006
entrez gene/locuslink:171788,entrez gene/locuslink:179597
entrez gene/locuslink:171788,entrez gene/locuslink:172268
entrez gene/locuslink:172268,entrez gene/locuslink:175006
entrez gene/locuslink:172268,entrez gene/locuslink:179597
entrez gene/locuslink:172268,entrez gene/locuslink:171788
entrez gene/locuslink:178074,entrez gene/locuslink:178970
entrez gene/locuslink:176667,entrez gene/locuslink:178970
entrez gene/locuslink:176667,entrez gene/locuslink:178074
entrez gene/locuslink:176667,entrez gene/locuslink:179959
entrez gene/locuslink:178074,entrez gene/locuslink:179959
entrez gene/locuslink:178074,entrez gene/locuslink:176667
entrez gene/locuslink:172594,entrez gene/locuslink:180468
entrez gene/locuslink:180468,entrez gene/locuslink:172594
entrez gene/locuslink:177073,entrez gene/locuslink:173347
entrez gene/locuslink:177073,entrez gene/locuslink:173347
entrez gene/locuslink:173347,entrez gene/locuslink:177073
entrez gene/locuslink:177921,entrez gene/locuslink:178624
entrez gene/locuslink:177921,entrez gene/locuslink:178624
entrez gene/locuslink:178624,entrez gene/locuslink:177921
entrez gene/locuslink:177345,entrez gene/locuslink:172847
entrez gene/locuslink:172847,entrez gene/locuslink:177345
entrez gene/locuslink:181227,entrez gene/locuslink:177895
entrez gene/locuslink:177895,entrez gene/locuslink:181227
entrez gene/locuslink:181644,entrez gene/locuslink:178361
entrez gene/locuslink:181644,entrez gene/locuslink:178361
entrez gene/locuslink:180468,entrez gene/locuslink:180468
entrez gene/locuslink:180468,entrez gene/locuslink:190399
entrez gene/locuslink:190399,entrez gene/locuslink:180468
entrez gene/locuslink:190399,entrez gene/locuslink:190399
entrez gene/locuslink:178361,entrez gene/locuslink:178361
entrez gene/locuslink:190399,entrez gene/locuslink:180468
entrez gene/locuslink:183199,entrez gene/locuslink:174725
entrez gene/locuslink:174725,entrez gene/locuslink:183199
entrez gene/locuslink:176438,entrez gene/locuslink:176438
entrez gene/locuslink:175096,entrez gene/locuslink:172123
entrez gene/locuslink:175096,entrez gene/locuslink:177657
entrez gene/locuslink:177657,entrez gene/locuslink:172123
entrez gene/locuslink:177657,entrez gene/locuslink:175096
entrez gene/locuslink:177657,entrez gene/locuslink:175096
entrez gene/locuslink:175096,entrez gene/locuslink:177657
entrez gene/locuslink:177657,entrez gene/locuslink:175096
entrez gene/locuslink:177657,entrez gene/locuslink:172123
entrez gene/locuslink:171788,entrez gene/locuslink:179202
entrez gene/locuslink:171788,entrez gene/locuslink:172268
entrez gene/locuslink:178250,entrez gene/locuslink:171980
entrez gene/locuslink:178250,entrez gene/locuslink:172007
entrez gene/locuslink:178250,entrez gene/locuslink:174677
entrez gene/locuslink:178250,entrez gene/locuslink:171980
entrez gene/locuslink:176381,entrez gene/locuslink:176204
entrez gene/locuslink:181029,entrez gene/locuslink:173038
entrez gene/locuslink:266844,entrez gene/locuslink:171715
entrez gene/locuslink:181029,entrez gene/locuslink:177602
entrez gene/locuslink:181029,entrez gene/locuslink:173038
entrez gene/locuslink:173038,entrez gene/locuslink:181029
entrez gene/locuslink:259448,entrez gene/locuslink:172703
entrez gene/locuslink:176349,entrez gene/locuslink:178260
entrez gene/locuslink:176349,entrez gene/locuslink:178942
entrez gene/locuslink:178260,entrez gene/locuslink:178942
entrez gene/locuslink:181244,entrez gene/locuslink:178458
entrez gene/locuslink:181244,entrez gene/locuslink:177111
entrez gene/locuslink:181244,entrez gene/locuslink:181344
entrez gene/locuslink:181244,entrez gene/locuslink:387
entrez gene/locuslink:181291,entrez gene/locuslink:177557
entrez gene/locuslink:177557,entrez gene/locuslink:181291
entrez gene/locuslink:176554,entrez gene/locuslink:174322
entrez gene/locuslink:175410,entrez gene/locuslink:174322
entrez gene/locuslink:175410,entrez gene/locuslink:176554
entrez gene/locuslink:179461,entrez gene/locuslink:179876
entrez gene/locuslink:179876,entrez gene/locuslink:179461
entrez gene/locuslink:172802,entrez gene/locuslink:172249
entrez gene/locuslink:172802,entrez gene/locuslink:179959
entrez gene/locuslink:177170,entrez gene/locuslink:176180
entrez gene/locuslink:177170,entrez gene/locuslink:171953
entrez gene/locuslink:177170,entrez gene/locuslink:176180
entrez gene/locuslink:177764,entrez gene/locuslink:180468
entrez gene/locuslink:177764,entrez gene/locuslink:190399
entrez gene/locuslink:176424,entrez gene/locuslink:180468
entrez gene/locuslink:176424,entrez gene/locuslink:190399
entrez gene/locuslink:174000,entrez gene/locuslink:180468
entrez gene/locuslink:174000,entrez gene/locuslink:190399
entrez gene/locuslink:190399,entrez gene/locuslink:180468
entrez gene/locuslink:180468,entrez gene/locuslink:190399
entrez gene/locuslink:173064,entrez gene/locuslink:180468
entrez gene/locuslink:173064,entrez gene/locuslink:180468
entrez gene/locuslink:173064,entrez gene/locuslink:190399
entrez gene/locuslink:22631,entrez gene/locuslink:172981
entrez gene/locuslink:22631,entrez gene/locuslink:172981
entrez gene/locuslink:175551,entrez gene/locuslink:172920
entrez gene/locuslink:175551,entrez gene/locuslink:174137
entrez gene/locuslink:175545,entrez gene/locuslink:179274
entrez gene/locuslink:26413,entrez gene/locuslink:174535
entrez gene/locuslink:174535,entrez gene/locuslink:174016
entrez gene/locuslink:176968,entrez gene/locuslink:177942
entrez gene/locuslink:177942,entrez gene/locuslink:176968
entrez gene/locuslink:173007,entrez gene/locuslink:178451
entrez gene/locuslink:173007,entrez gene/locuslink:173338
entrez gene/locuslink:181321,entrez gene/locuslink:180359
entrez gene/locuslink:180468,entrez gene/locuslink:172915
entrez gene/locuslink:172915,entrez gene/locuslink:172915
entrez gene/locuslink:172915,entrez gene/locuslink:176018
entrez gene/locuslink:172915,entrez gene/locuslink:180468
entrez gene/locuslink:176018,entrez gene/locuslink:176018
entrez gene/locuslink:172915,entrez gene/locuslink:852309
entrez gene/locuslink:172915,entrez gene/locuslink:853455
entrez gene/locuslink:176018,entrez gene/locuslink:852309
entrez gene/locuslink:176018,entrez gene/locuslink:853455
entrez gene/locuslink:176018,entrez gene/locuslink:172915
entrez gene/locuslink:172915,entrez gene/locuslink:180468
entrez gene/locuslink:174654,entrez gene/locuslink:179620
entrez gene/locuslink:174144,entrez gene/locuslink:174144
entrez gene/locuslink:174144,entrez gene/locuslink:175230
entrez gene/locuslink:174144,entrez gene/locuslink:175230
entrez gene/locuslink:175831,entrez gene/locuslink:177482
entrez gene/locuslink:175831,entrez gene/locuslink:179808
entrez gene/locuslink:175831,entrez gene/locuslink:175952
entrez gene/locuslink:175831,entrez gene/locuslink:180413
entrez gene/locuslink:175831,entrez gene/locuslink:173301
entrez gene/locuslink:175831,entrez gene/locuslink:180539
entrez gene/locuslink:175831,entrez gene/locuslink:177482
entrez gene/locuslink:175831,entrez gene/locuslink:179808
entrez gene/locuslink:175831,entrez gene/locuslink:175952
entrez gene/locuslink:175831,entrez gene/locuslink:180413
entrez gene/locuslink:175831,entrez gene/locuslink:173301
entrez gene/locuslink:175831,entrez gene/locuslink:173301
entrez gene/locuslink:180801,entrez gene/locuslink:172505
entrez gene/locuslink:172981,entrez gene/locuslink:176525
entrez gene/locuslink:172981,entrez gene/locuslink:176525
entrez gene/locuslink:176143,entrez gene/locuslink:172712
entrez gene/locuslink:180949,entrez gene/locuslink:183243
entrez gene/locuslink:180949,entrez gene/locuslink:183243
entrez gene/locuslink:183243,entrez gene/locuslink:180949
entrez gene/locuslink:176233,entrez gene/locuslink:179611
entrez gene/locuslink:176233,entrez gene/locuslink:175712
entrez gene/locuslink:176233,entrez gene/locuslink:3565871
entrez gene/locuslink:176233,entrez gene/locuslink:177647
entrez gene/locuslink:176233,entrez gene/locuslink:172663
entrez gene/locuslink:179427,entrez gene/locuslink:3565871
entrez gene/locuslink:180463,entrez gene/locuslink:172755
entrez gene/locuslink:180463,entrez gene/locuslink:172755
entrez gene/locuslink:176481,entrez gene/locuslink:175823
entrez gene/locuslink:176481,entrez gene/locuslink:172755
entrez gene/locuslink:180463,entrez gene/locuslink:181163
entrez gene/locuslink:181163,entrez gene/locuslink:180463
entrez gene/locuslink:177617,entrez gene/locuslink:172264
entrez gene/locuslink:172264,entrez gene/locuslink:177617
entrez gene/locuslink:177617,entrez gene/locuslink:172264
entrez gene/locuslink:177617,entrez gene/locuslink:175840
entrez gene/locuslink:172264,entrez gene/locuslink:175840
entrez gene/locuslink:180102,entrez gene/locuslink:178938
entrez gene/locuslink:178938,entrez gene/locuslink:180102
entrez gene/locuslink:180102,entrez gene/locuslink:180102
entrez gene/locuslink:178938,entrez gene/locuslink:180102
entrez gene/locuslink:172667,entrez gene/locuslink:180102
entrez gene/locuslink:179441,entrez gene/locuslink:8290
entrez gene/locuslink:180049,entrez gene/locuslink:174309
entrez gene/locuslink:180049,entrez gene/locuslink:174624
entrez gene/locuslink:181111,entrez gene/locuslink:180073
entrez gene/locuslink:180679,entrez gene/locuslink:176558
entrez gene/locuslink:176808,entrez gene/locuslink:171849
entrez gene/locuslink:171832,entrez gene/locuslink:176808
entrez gene/locuslink:171994,entrez gene/locuslink:176808
entrez gene/locuslink:171832,entrez gene/locuslink:176808
entrez gene/locuslink:175499,entrez gene/locuslink:178006
entrez gene/locuslink:180367,entrez gene/locuslink:176666
entrez gene/locuslink:176666,entrez gene/locuslink:180367
entrez gene/locuslink:175817,entrez gene/locuslink:176574
entrez gene/locuslink:51586,entrez gene/locuslink:176574
entrez gene/locuslink:171872,entrez gene/locuslink:181082
entrez gene/locuslink:171990,entrez gene/locuslink:181944
entrez gene/locuslink:171990,entrez gene/locuslink:181944
entrez gene/locuslink:171990,entrez gene/locuslink:181944
entrez gene/locuslink:173234,entrez gene/locuslink:175840
entrez gene/locuslink:179338,entrez gene/locuslink:174779
entrez gene/locuslink:173137,entrez gene/locuslink:173914
entrez gene/locuslink:173914,entrez gene/locuslink:174267
entrez gene/locuslink:173914,entrez gene/locuslink:174267
entrez gene/locuslink:176210,entrez gene/locuslink:174267
entrez gene/locuslink:172247,entrez gene/locuslink:176377
