IDInteractorA,IDInteractorB
entrez gene/locuslink:181055,entrez gene/locuslink:181830
entrez gene/locuslink:176286,entrez gene/locuslink:179605
entrez gene/locuslink:176286,entrez gene/locuslink:174133
entrez gene/locuslink:175410,entrez gene/locuslink:181894
entrez gene/locuslink:175909,entrez gene/locuslink:175994
entrez gene/locuslink:176065,entrez gene/locuslink:175994
entrez gene/locuslink:180982,entrez gene/locuslink:175994
entrez gene/locuslink:175410,entrez gene/locuslink:175994
entrez gene/locuslink:175410,entrez gene/locuslink:175566
entrez gene/locuslink:175909,entrez gene/locuslink:181905
entrez gene/locuslink:175909,entrez gene/locuslink:175559
entrez gene/locuslink:176065,entrez gene/locuslink:175559
entrez gene/locuslink:180982,entrez gene/locuslink:175559
entrez gene/locuslink:181291,entrez gene/locuslink:175559
entrez gene/locuslink:175410,entrez gene/locuslink:175559
entrez gene/locuslink:174462,entrez gene/locuslink:175559
entrez gene/locuslink:174462,entrez gene/locuslink:175561
entrez gene/locuslink:174462,entrez gene/locuslink:175562
entrez gene/locuslink:176065,entrez gene/locuslink:181904
entrez gene/locuslink:175909,entrez gene/locuslink:175565
entrez gene/locuslink:176065,entrez gene/locuslink:176031
entrez gene/locuslink:180982,entrez gene/locuslink:176031
entrez gene/locuslink:181291,entrez gene/locuslink:176031
entrez gene/locuslink:174462,entrez gene/locuslink:176029
entrez gene/locuslink:175410,entrez gene/locuslink:176027
entrez gene/locuslink:180982,entrez gene/locuslink:176028
entrez gene/locuslink:181291,entrez gene/locuslink:176028
entrez gene/locuslink:175410,entrez gene/locuslink:176033
entrez gene/locuslink:180982,entrez gene/locuslink:175628
entrez gene/locuslink:175410,entrez gene/locuslink:175628
entrez gene/locuslink:180982,entrez gene/locuslink:181957
entrez gene/locuslink:175410,entrez gene/locuslink:172244
entrez gene/locuslink:181055,entrez gene/locuslink:3565703
entrez gene/locuslink:176286,entrez gene/locuslink:3565703
entrez gene/locuslink:181055,entrez gene/locuslink:181069
entrez gene/locuslink:176286,entrez gene/locuslink:175524
entrez gene/locuslink:176065,entrez gene/locuslink:175525
entrez gene/locuslink:180982,entrez gene/locuslink:175525
entrez gene/locuslink:175410,entrez gene/locuslink:175525
entrez gene/locuslink:174044,entrez gene/locuslink:172863
entrez gene/locuslink:175410,entrez gene/locuslink:172863
entrez gene/locuslink:176286,entrez gene/locuslink:174121
entrez gene/locuslink:176286,entrez gene/locuslink:172817
entrez gene/locuslink:175909,entrez gene/locuslink:175117
entrez gene/locuslink:181055,entrez gene/locuslink:175117
entrez gene/locuslink:180982,entrez gene/locuslink:175117
entrez gene/locuslink:181291,entrez gene/locuslink:175117
entrez gene/locuslink:178846,entrez gene/locuslink:175117
entrez gene/locuslink:175410,entrez gene/locuslink:175117
entrez gene/locuslink:174462,entrez gene/locuslink:175117
entrez gene/locuslink:178104,entrez gene/locuslink:175117
entrez gene/locuslink:178104,entrez gene/locuslink:175909
entrez gene/locuslink:176065,entrez gene/locuslink:175781
entrez gene/locuslink:176286,entrez gene/locuslink:175781
entrez gene/locuslink:175410,entrez gene/locuslink:175777
entrez gene/locuslink:175909,entrez gene/locuslink:174484
entrez gene/locuslink:176065,entrez gene/locuslink:174484
entrez gene/locuslink:181055,entrez gene/locuslink:174484
entrez gene/locuslink:174044,entrez gene/locuslink:174484
entrez gene/locuslink:180982,entrez gene/locuslink:174484
entrez gene/locuslink:176286,entrez gene/locuslink:174484
entrez gene/locuslink:181291,entrez gene/locuslink:174484
entrez gene/locuslink:175410,entrez gene/locuslink:174484
entrez gene/locuslink:178104,entrez gene/locuslink:174484
entrez gene/locuslink:175909,entrez gene/locuslink:180724
entrez gene/locuslink:174044,entrez gene/locuslink:180724
entrez gene/locuslink:180982,entrez gene/locuslink:180724
entrez gene/locuslink:178846,entrez gene/locuslink:180724
entrez gene/locuslink:178104,entrez gene/locuslink:180724
entrez gene/locuslink:175909,entrez gene/locuslink:180722
entrez gene/locuslink:175410,entrez gene/locuslink:175588
entrez gene/locuslink:176286,entrez gene/locuslink:176061
entrez gene/locuslink:181291,entrez gene/locuslink:176061
entrez gene/locuslink:178846,entrez gene/locuslink:176061
entrez gene/locuslink:175410,entrez gene/locuslink:176061
entrez gene/locuslink:178104,entrez gene/locuslink:176061
entrez gene/locuslink:178104,entrez gene/locuslink:176068
entrez gene/locuslink:181055,entrez gene/locuslink:176066
entrez gene/locuslink:174044,entrez gene/locuslink:176066
entrez gene/locuslink:181291,entrez gene/locuslink:176066
entrez gene/locuslink:175410,entrez gene/locuslink:176066
entrez gene/locuslink:174462,entrez gene/locuslink:176066
entrez gene/locuslink:181055,entrez gene/locuslink:191737
entrez gene/locuslink:181291,entrez gene/locuslink:191737
entrez gene/locuslink:181055,entrez gene/locuslink:180871
entrez gene/locuslink:181291,entrez gene/locuslink:174685
entrez gene/locuslink:175909,entrez gene/locuslink:172327
entrez gene/locuslink:180982,entrez gene/locuslink:172327
entrez gene/locuslink:181291,entrez gene/locuslink:172327
entrez gene/locuslink:178846,entrez gene/locuslink:172327
entrez gene/locuslink:175410,entrez gene/locuslink:172327
entrez gene/locuslink:178104,entrez gene/locuslink:172327
entrez gene/locuslink:175909,entrez gene/locuslink:172088
entrez gene/locuslink:176065,entrez gene/locuslink:172088
entrez gene/locuslink:181055,entrez gene/locuslink:172088
entrez gene/locuslink:174044,entrez gene/locuslink:172088
entrez gene/locuslink:180982,entrez gene/locuslink:172088
entrez gene/locuslink:181291,entrez gene/locuslink:172088
entrez gene/locuslink:178846,entrez gene/locuslink:172088
entrez gene/locuslink:175410,entrez gene/locuslink:172088
entrez gene/locuslink:174462,entrez gene/locuslink:172088
entrez gene/locuslink:178104,entrez gene/locuslink:172088
entrez gene/locuslink:181055,entrez gene/locuslink:179424
entrez gene/locuslink:175909,entrez gene/locuslink:179425
entrez gene/locuslink:181055,entrez gene/locuslink:179425
entrez gene/locuslink:176286,entrez gene/locuslink:179425
entrez gene/locuslink:178104,entrez gene/locuslink:179425
entrez gene/locuslink:181291,entrez gene/locuslink:175476
entrez gene/locuslink:176286,entrez gene/locuslink:175472
entrez gene/locuslink:175410,entrez gene/locuslink:175472
entrez gene/locuslink:175909,entrez gene/locuslink:259498
entrez gene/locuslink:181291,entrez gene/locuslink:259498
entrez gene/locuslink:175909,entrez gene/locuslink:175475
entrez gene/locuslink:175909,entrez gene/locuslink:182593
entrez gene/locuslink:181291,entrez gene/locuslink:182593
entrez gene/locuslink:181291,entrez gene/locuslink:175480
entrez gene/locuslink:175909,entrez gene/locuslink:181055
entrez gene/locuslink:174044,entrez gene/locuslink:181055
entrez gene/locuslink:181291,entrez gene/locuslink:181055
entrez gene/locuslink:178846,entrez gene/locuslink:181055
entrez gene/locuslink:175410,entrez gene/locuslink:181055
entrez gene/locuslink:178104,entrez gene/locuslink:181055
entrez gene/locuslink:180982,entrez gene/locuslink:180923
entrez gene/locuslink:175909,entrez gene/locuslink:174137
entrez gene/locuslink:181055,entrez gene/locuslink:174137
entrez gene/locuslink:174044,entrez gene/locuslink:174137
entrez gene/locuslink:181291,entrez gene/locuslink:174137
entrez gene/locuslink:178104,entrez gene/locuslink:174137
entrez gene/locuslink:174462,entrez gene/locuslink:174141
entrez gene/locuslink:181291,entrez gene/locuslink:175536
entrez gene/locuslink:175410,entrez gene/locuslink:175536
entrez gene/locuslink:174462,entrez gene/locuslink:175536
entrez gene/locuslink:175909,entrez gene/locuslink:175533
entrez gene/locuslink:176065,entrez gene/locuslink:175533
entrez gene/locuslink:180982,entrez gene/locuslink:175533
entrez gene/locuslink:181291,entrez gene/locuslink:175533
entrez gene/locuslink:175410,entrez gene/locuslink:175533
entrez gene/locuslink:174462,entrez gene/locuslink:175533
entrez gene/locuslink:181291,entrez gene/locuslink:179204
entrez gene/locuslink:178104,entrez gene/locuslink:179204
entrez gene/locuslink:175410,entrez gene/locuslink:175661
entrez gene/locuslink:180982,entrez gene/locuslink:175669
entrez gene/locuslink:181291,entrez gene/locuslink:175669
entrez gene/locuslink:176065,entrez gene/locuslink:175668
entrez gene/locuslink:181291,entrez gene/locuslink:175668
entrez gene/locuslink:175410,entrez gene/locuslink:175668
entrez gene/locuslink:174462,entrez gene/locuslink:175668
entrez gene/locuslink:175909,entrez gene/locuslink:175666
entrez gene/locuslink:181291,entrez gene/locuslink:175666
entrez gene/locuslink:175909,entrez gene/locuslink:175662
entrez gene/locuslink:175909,entrez gene/locuslink:266854
entrez gene/locuslink:176065,entrez gene/locuslink:266854
entrez gene/locuslink:174044,entrez gene/locuslink:266854
entrez gene/locuslink:180982,entrez gene/locuslink:266854
entrez gene/locuslink:176286,entrez gene/locuslink:266854
entrez gene/locuslink:181291,entrez gene/locuslink:266854
entrez gene/locuslink:175410,entrez gene/locuslink:266854
entrez gene/locuslink:174462,entrez gene/locuslink:266854
entrez gene/locuslink:178104,entrez gene/locuslink:266854
entrez gene/locuslink:180982,entrez gene/locuslink:175675
entrez gene/locuslink:181291,entrez gene/locuslink:175675
entrez gene/locuslink:175410,entrez gene/locuslink:175675
entrez gene/locuslink:176065,entrez gene/locuslink:175671
entrez gene/locuslink:180982,entrez gene/locuslink:175671
entrez gene/locuslink:176286,entrez gene/locuslink:175672
entrez gene/locuslink:175909,entrez gene/locuslink:175677
entrez gene/locuslink:180982,entrez gene/locuslink:175677
entrez gene/locuslink:181291,entrez gene/locuslink:175677
entrez gene/locuslink:180982,entrez gene/locuslink:175581
entrez gene/locuslink:181291,entrez gene/locuslink:174027
entrez gene/locuslink:175909,entrez gene/locuslink:180785
entrez gene/locuslink:181055,entrez gene/locuslink:175464
entrez gene/locuslink:174044,entrez gene/locuslink:175464
entrez gene/locuslink:178846,entrez gene/locuslink:175464
entrez gene/locuslink:175410,entrez gene/locuslink:175464
entrez gene/locuslink:174462,entrez gene/locuslink:175464
entrez gene/locuslink:178104,entrez gene/locuslink:175464
entrez gene/locuslink:175909,entrez gene/locuslink:175465
entrez gene/locuslink:180982,entrez gene/locuslink:174044
entrez gene/locuslink:178104,entrez gene/locuslink:174044
entrez gene/locuslink:174044,entrez gene/locuslink:172249
entrez gene/locuslink:180982,entrez gene/locuslink:172249
entrez gene/locuslink:175410,entrez gene/locuslink:172249
entrez gene/locuslink:174462,entrez gene/locuslink:172249
entrez gene/locuslink:174044,entrez gene/locuslink:179794
entrez gene/locuslink:175909,entrez gene/locuslink:183199
entrez gene/locuslink:175410,entrez gene/locuslink:183199
entrez gene/locuslink:175909,entrez gene/locuslink:175449
entrez gene/locuslink:180982,entrez gene/locuslink:175449
entrez gene/locuslink:181291,entrez gene/locuslink:175449
entrez gene/locuslink:175909,entrez gene/locuslink:174392
entrez gene/locuslink:174044,entrez gene/locuslink:174392
entrez gene/locuslink:180982,entrez gene/locuslink:174392
entrez gene/locuslink:176286,entrez gene/locuslink:174392
entrez gene/locuslink:181291,entrez gene/locuslink:174392
entrez gene/locuslink:175410,entrez gene/locuslink:174392
entrez gene/locuslink:174462,entrez gene/locuslink:174392
entrez gene/locuslink:178104,entrez gene/locuslink:174392
entrez gene/locuslink:175909,entrez gene/locuslink:175723
entrez gene/locuslink:176065,entrez gene/locuslink:175723
entrez gene/locuslink:180982,entrez gene/locuslink:175723
entrez gene/locuslink:181291,entrez gene/locuslink:175723
entrez gene/locuslink:175909,entrez gene/locuslink:175722
entrez gene/locuslink:181291,entrez gene/locuslink:175722
entrez gene/locuslink:176065,entrez gene/locuslink:175716
entrez gene/locuslink:180982,entrez gene/locuslink:175716
entrez gene/locuslink:175410,entrez gene/locuslink:175716
entrez gene/locuslink:175410,entrez gene/locuslink:175720
entrez gene/locuslink:175909,entrez gene/locuslink:175646
entrez gene/locuslink:175909,entrez gene/locuslink:183240
entrez gene/locuslink:180982,entrez gene/locuslink:183241
entrez gene/locuslink:175410,entrez gene/locuslink:183241
entrez gene/locuslink:176065,entrez gene/locuslink:175650
entrez gene/locuslink:180982,entrez gene/locuslink:175650
entrez gene/locuslink:175909,entrez gene/locuslink:183238
entrez gene/locuslink:180982,entrez gene/locuslink:183238
entrez gene/locuslink:181291,entrez gene/locuslink:183238
entrez gene/locuslink:174462,entrez gene/locuslink:183238
entrez gene/locuslink:175909,entrez gene/locuslink:175645
entrez gene/locuslink:175909,entrez gene/locuslink:175644
entrez gene/locuslink:180982,entrez gene/locuslink:183239
entrez gene/locuslink:180982,entrez gene/locuslink:175497
entrez gene/locuslink:175909,entrez gene/locuslink:175499
entrez gene/locuslink:176286,entrez gene/locuslink:172683
entrez gene/locuslink:180982,entrez gene/locuslink:175517
entrez gene/locuslink:176065,entrez gene/locuslink:175519
entrez gene/locuslink:180982,entrez gene/locuslink:175519
entrez gene/locuslink:181291,entrez gene/locuslink:175519
entrez gene/locuslink:175410,entrez gene/locuslink:175519
entrez gene/locuslink:175909,entrez gene/locuslink:172399
entrez gene/locuslink:181055,entrez gene/locuslink:172399
entrez gene/locuslink:174044,entrez gene/locuslink:172399
entrez gene/locuslink:180982,entrez gene/locuslink:172399
entrez gene/locuslink:181291,entrez gene/locuslink:172399
entrez gene/locuslink:178846,entrez gene/locuslink:172399
entrez gene/locuslink:175410,entrez gene/locuslink:172399
entrez gene/locuslink:174462,entrez gene/locuslink:172399
entrez gene/locuslink:178104,entrez gene/locuslink:172399
entrez gene/locuslink:175909,entrez gene/locuslink:173287
entrez gene/locuslink:176065,entrez gene/locuslink:175634
entrez gene/locuslink:181291,entrez gene/locuslink:175634
entrez gene/locuslink:175909,entrez gene/locuslink:175638
entrez gene/locuslink:181055,entrez gene/locuslink:175638
entrez gene/locuslink:174044,entrez gene/locuslink:175638
entrez gene/locuslink:176286,entrez gene/locuslink:175638
entrez gene/locuslink:178846,entrez gene/locuslink:175638
entrez gene/locuslink:175410,entrez gene/locuslink:175638
entrez gene/locuslink:174462,entrez gene/locuslink:175638
entrez gene/locuslink:178104,entrez gene/locuslink:175638
entrez gene/locuslink:176286,entrez gene/locuslink:181357
entrez gene/locuslink:175909,entrez gene/locuslink:175489
entrez gene/locuslink:181291,entrez gene/locuslink:175489
entrez gene/locuslink:175909,entrez gene/locuslink:181557
entrez gene/locuslink:181055,entrez gene/locuslink:181557
entrez gene/locuslink:181291,entrez gene/locuslink:181557
entrez gene/locuslink:178846,entrez gene/locuslink:181557
entrez gene/locuslink:175410,entrez gene/locuslink:181557
entrez gene/locuslink:178104,entrez gene/locuslink:181557
entrez gene/locuslink:175909,entrez gene/locuslink:175688
entrez gene/locuslink:175909,entrez gene/locuslink:175686
entrez gene/locuslink:180982,entrez gene/locuslink:175686
entrez gene/locuslink:181291,entrez gene/locuslink:175686
entrez gene/locuslink:176065,entrez gene/locuslink:175687
entrez gene/locuslink:181291,entrez gene/locuslink:175687
entrez gene/locuslink:175410,entrez gene/locuslink:175687
entrez gene/locuslink:181291,entrez gene/locuslink:175466
entrez gene/locuslink:175909,entrez gene/locuslink:175469
entrez gene/locuslink:175909,entrez gene/locuslink:175468
entrez gene/locuslink:178104,entrez gene/locuslink:174721
entrez gene/locuslink:175909,entrez gene/locuslink:175462
entrez gene/locuslink:174044,entrez gene/locuslink:174874
entrez gene/locuslink:181291,entrez gene/locuslink:174874
entrez gene/locuslink:175410,entrez gene/locuslink:174874
entrez gene/locuslink:175909,entrez gene/locuslink:179338
entrez gene/locuslink:181055,entrez gene/locuslink:179338
entrez gene/locuslink:174044,entrez gene/locuslink:179338
entrez gene/locuslink:180982,entrez gene/locuslink:179338
entrez gene/locuslink:176286,entrez gene/locuslink:179338
entrez gene/locuslink:178104,entrez gene/locuslink:179338
entrez gene/locuslink:174462,entrez gene/locuslink:179382
entrez gene/locuslink:175909,entrez gene/locuslink:179959
entrez gene/locuslink:181055,entrez gene/locuslink:179959
entrez gene/locuslink:174044,entrez gene/locuslink:179959
entrez gene/locuslink:180982,entrez gene/locuslink:179959
entrez gene/locuslink:176286,entrez gene/locuslink:179959
entrez gene/locuslink:174462,entrez gene/locuslink:179959
entrez gene/locuslink:178104,entrez gene/locuslink:179959
entrez gene/locuslink:175909,entrez gene/locuslink:175460
entrez gene/locuslink:181291,entrez gene/locuslink:175460
entrez gene/locuslink:175909,entrez gene/locuslink:183767
entrez gene/locuslink:175410,entrez gene/locuslink:180978
entrez gene/locuslink:174462,entrez gene/locuslink:180978
entrez gene/locuslink:175909,entrez gene/locuslink:180980
entrez gene/locuslink:181055,entrez gene/locuslink:180980
entrez gene/locuslink:174044,entrez gene/locuslink:180980
entrez gene/locuslink:180982,entrez gene/locuslink:180980
entrez gene/locuslink:181291,entrez gene/locuslink:180980
entrez gene/locuslink:178846,entrez gene/locuslink:180980
entrez gene/locuslink:175410,entrez gene/locuslink:180980
entrez gene/locuslink:174462,entrez gene/locuslink:180980
entrez gene/locuslink:178104,entrez gene/locuslink:180980
entrez gene/locuslink:175909,entrez gene/locuslink:180982
entrez gene/locuslink:176065,entrez gene/locuslink:180982
entrez gene/locuslink:181055,entrez gene/locuslink:180982
entrez gene/locuslink:174044,entrez gene/locuslink:180982
entrez gene/locuslink:176286,entrez gene/locuslink:180982
entrez gene/locuslink:178846,entrez gene/locuslink:180982
entrez gene/locuslink:175410,entrez gene/locuslink:180982
entrez gene/locuslink:178104,entrez gene/locuslink:180982
entrez gene/locuslink:176065,entrez gene/locuslink:172582
entrez gene/locuslink:181055,entrez gene/locuslink:172582
entrez gene/locuslink:180982,entrez gene/locuslink:172582
entrez gene/locuslink:175410,entrez gene/locuslink:172582
entrez gene/locuslink:178104,entrez gene/locuslink:172582
entrez gene/locuslink:175909,entrez gene/locuslink:174091
entrez gene/locuslink:174044,entrez gene/locuslink:174091
entrez gene/locuslink:180982,entrez gene/locuslink:174091
entrez gene/locuslink:176286,entrez gene/locuslink:174091
entrez gene/locuslink:181291,entrez gene/locuslink:174091
entrez gene/locuslink:175410,entrez gene/locuslink:174091
entrez gene/locuslink:178104,entrez gene/locuslink:174091
entrez gene/locuslink:176065,entrez gene/locuslink:174090
entrez gene/locuslink:181055,entrez gene/locuslink:174090
entrez gene/locuslink:174044,entrez gene/locuslink:174090
entrez gene/locuslink:180982,entrez gene/locuslink:174090
entrez gene/locuslink:181291,entrez gene/locuslink:174090
entrez gene/locuslink:175410,entrez gene/locuslink:174090
entrez gene/locuslink:174462,entrez gene/locuslink:174090
entrez gene/locuslink:178104,entrez gene/locuslink:174090
entrez gene/locuslink:181055,entrez gene/locuslink:179192
entrez gene/locuslink:180982,entrez gene/locuslink:171934
entrez gene/locuslink:176065,entrez gene/locuslink:183907
entrez gene/locuslink:181291,entrez gene/locuslink:175762
entrez gene/locuslink:176286,entrez gene/locuslink:172689
entrez gene/locuslink:176286,entrez gene/locuslink:171994
entrez gene/locuslink:180982,entrez gene/locuslink:184005
entrez gene/locuslink:175909,entrez gene/locuslink:173920
entrez gene/locuslink:181055,entrez gene/locuslink:173920
entrez gene/locuslink:174044,entrez gene/locuslink:173920
entrez gene/locuslink:180982,entrez gene/locuslink:173920
entrez gene/locuslink:181291,entrez gene/locuslink:173920
entrez gene/locuslink:178846,entrez gene/locuslink:173920
entrez gene/locuslink:175410,entrez gene/locuslink:173920
entrez gene/locuslink:178104,entrez gene/locuslink:173920
entrez gene/locuslink:181055,entrez gene/locuslink:177908
entrez gene/locuslink:176065,entrez gene/locuslink:181098
entrez gene/locuslink:178104,entrez gene/locuslink:181098
entrez gene/locuslink:176065,entrez gene/locuslink:184199
entrez gene/locuslink:174462,entrez gene/locuslink:184199
entrez gene/locuslink:180982,entrez gene/locuslink:176047
entrez gene/locuslink:181291,entrez gene/locuslink:176047
entrez gene/locuslink:175909,entrez gene/locuslink:175768
entrez gene/locuslink:175410,entrez gene/locuslink:175768
entrez gene/locuslink:180982,entrez gene/locuslink:175767
entrez gene/locuslink:181291,entrez gene/locuslink:175767
entrez gene/locuslink:175410,entrez gene/locuslink:175767
entrez gene/locuslink:181291,entrez gene/locuslink:175766
entrez gene/locuslink:175410,entrez gene/locuslink:175766
entrez gene/locuslink:176065,entrez gene/locuslink:175764
entrez gene/locuslink:175410,entrez gene/locuslink:184307
entrez gene/locuslink:174462,entrez gene/locuslink:175609
entrez gene/locuslink:180982,entrez gene/locuslink:184309
entrez gene/locuslink:176065,entrez gene/locuslink:184312
entrez gene/locuslink:178104,entrez gene/locuslink:181263
entrez gene/locuslink:176065,entrez gene/locuslink:181771
entrez gene/locuslink:178104,entrez gene/locuslink:180622
entrez gene/locuslink:175909,entrez gene/locuslink:184346
entrez gene/locuslink:181291,entrez gene/locuslink:175502
entrez gene/locuslink:176065,entrez gene/locuslink:175501
entrez gene/locuslink:181291,entrez gene/locuslink:175501
entrez gene/locuslink:175410,entrez gene/locuslink:175501
entrez gene/locuslink:174462,entrez gene/locuslink:175501
entrez gene/locuslink:180982,entrez gene/locuslink:181082
entrez gene/locuslink:175410,entrez gene/locuslink:181082
entrez gene/locuslink:178104,entrez gene/locuslink:181082
entrez gene/locuslink:176286,entrez gene/locuslink:184508
entrez gene/locuslink:175410,entrez gene/locuslink:184508
entrez gene/locuslink:178104,entrez gene/locuslink:184508
entrez gene/locuslink:174462,entrez gene/locuslink:179788
entrez gene/locuslink:181055,entrez gene/locuslink:3565725
entrez gene/locuslink:174462,entrez gene/locuslink:172435
entrez gene/locuslink:181055,entrez gene/locuslink:179520
entrez gene/locuslink:176065,entrez gene/locuslink:179141
entrez gene/locuslink:176286,entrez gene/locuslink:179141
entrez gene/locuslink:175909,entrez gene/locuslink:175697
entrez gene/locuslink:175410,entrez gene/locuslink:175698
entrez gene/locuslink:175909,entrez gene/locuslink:174350
entrez gene/locuslink:181055,entrez gene/locuslink:174350
entrez gene/locuslink:174044,entrez gene/locuslink:174350
entrez gene/locuslink:180982,entrez gene/locuslink:174350
entrez gene/locuslink:176286,entrez gene/locuslink:174350
entrez gene/locuslink:181291,entrez gene/locuslink:174350
entrez gene/locuslink:178846,entrez gene/locuslink:174350
entrez gene/locuslink:175410,entrez gene/locuslink:174350
entrez gene/locuslink:174462,entrez gene/locuslink:174350
entrez gene/locuslink:178104,entrez gene/locuslink:174350
entrez gene/locuslink:178104,entrez gene/locuslink:173180
entrez gene/locuslink:175909,entrez gene/locuslink:171801
entrez gene/locuslink:181055,entrez gene/locuslink:171801
entrez gene/locuslink:174044,entrez gene/locuslink:171801
entrez gene/locuslink:180982,entrez gene/locuslink:171801
entrez gene/locuslink:176286,entrez gene/locuslink:171801
entrez gene/locuslink:181291,entrez gene/locuslink:171801
entrez gene/locuslink:175410,entrez gene/locuslink:171801
entrez gene/locuslink:174462,entrez gene/locuslink:171801
entrez gene/locuslink:178104,entrez gene/locuslink:171801
entrez gene/locuslink:175410,entrez gene/locuslink:184951
entrez gene/locuslink:175909,entrez gene/locuslink:184952
entrez gene/locuslink:176065,entrez gene/locuslink:175642
entrez gene/locuslink:175410,entrez gene/locuslink:175642
entrez gene/locuslink:176065,entrez gene/locuslink:184944
entrez gene/locuslink:180982,entrez gene/locuslink:184944
entrez gene/locuslink:175410,entrez gene/locuslink:184949
entrez gene/locuslink:176286,entrez gene/locuslink:172524
entrez gene/locuslink:178104,entrez gene/locuslink:172524
entrez gene/locuslink:175909,entrez gene/locuslink:172826
entrez gene/locuslink:176065,entrez gene/locuslink:172826
entrez gene/locuslink:181055,entrez gene/locuslink:172826
entrez gene/locuslink:174044,entrez gene/locuslink:172826
entrez gene/locuslink:180982,entrez gene/locuslink:172826
entrez gene/locuslink:176286,entrez gene/locuslink:172826
entrez gene/locuslink:181291,entrez gene/locuslink:172826
entrez gene/locuslink:178846,entrez gene/locuslink:172826
entrez gene/locuslink:175410,entrez gene/locuslink:172826
entrez gene/locuslink:174462,entrez gene/locuslink:172826
entrez gene/locuslink:178104,entrez gene/locuslink:172826
entrez gene/locuslink:175909,entrez gene/locuslink:172832
entrez gene/locuslink:176065,entrez gene/locuslink:172832
entrez gene/locuslink:176286,entrez gene/locuslink:172832
entrez gene/locuslink:175410,entrez gene/locuslink:172832
entrez gene/locuslink:178104,entrez gene/locuslink:172832
entrez gene/locuslink:176065,entrez gene/locuslink:175659
entrez gene/locuslink:176065,entrez gene/locuslink:175660
entrez gene/locuslink:180982,entrez gene/locuslink:175660
entrez gene/locuslink:175410,entrez gene/locuslink:175660
entrez gene/locuslink:175909,entrez gene/locuslink:172195
entrez gene/locuslink:181055,entrez gene/locuslink:172195
entrez gene/locuslink:176286,entrez gene/locuslink:172195
entrez gene/locuslink:181291,entrez gene/locuslink:172195
entrez gene/locuslink:178104,entrez gene/locuslink:172195
entrez gene/locuslink:175909,entrez gene/locuslink:185022
entrez gene/locuslink:181055,entrez gene/locuslink:185022
entrez gene/locuslink:174044,entrez gene/locuslink:185022
entrez gene/locuslink:180982,entrez gene/locuslink:185022
entrez gene/locuslink:181291,entrez gene/locuslink:185022
entrez gene/locuslink:178846,entrez gene/locuslink:185022
entrez gene/locuslink:174462,entrez gene/locuslink:185022
entrez gene/locuslink:175909,entrez gene/locuslink:172520
entrez gene/locuslink:181055,entrez gene/locuslink:172520
entrez gene/locuslink:174044,entrez gene/locuslink:172520
entrez gene/locuslink:180982,entrez gene/locuslink:172520
entrez gene/locuslink:181291,entrez gene/locuslink:172520
entrez gene/locuslink:175410,entrez gene/locuslink:172520
entrez gene/locuslink:178104,entrez gene/locuslink:172520
entrez gene/locuslink:175909,entrez gene/locuslink:181274
entrez gene/locuslink:181055,entrez gene/locuslink:181274
entrez gene/locuslink:174044,entrez gene/locuslink:181274
entrez gene/locuslink:180982,entrez gene/locuslink:181274
entrez gene/locuslink:181291,entrez gene/locuslink:181274
entrez gene/locuslink:178846,entrez gene/locuslink:181274
entrez gene/locuslink:174462,entrez gene/locuslink:181274
entrez gene/locuslink:178104,entrez gene/locuslink:181274
entrez gene/locuslink:175410,entrez gene/locuslink:174958
entrez gene/locuslink:175909,entrez gene/locuslink:172712
entrez gene/locuslink:176065,entrez gene/locuslink:172712
entrez gene/locuslink:181055,entrez gene/locuslink:172712
entrez gene/locuslink:174044,entrez gene/locuslink:172712
entrez gene/locuslink:180982,entrez gene/locuslink:172712
entrez gene/locuslink:175410,entrez gene/locuslink:172712
entrez gene/locuslink:175909,entrez gene/locuslink:181566
entrez gene/locuslink:176065,entrez gene/locuslink:181566
entrez gene/locuslink:181055,entrez gene/locuslink:181566
entrez gene/locuslink:175909,entrez gene/locuslink:177546
entrez gene/locuslink:176065,entrez gene/locuslink:177546
entrez gene/locuslink:181055,entrez gene/locuslink:177546
entrez gene/locuslink:174044,entrez gene/locuslink:177546
entrez gene/locuslink:180982,entrez gene/locuslink:177546
entrez gene/locuslink:176286,entrez gene/locuslink:177546
entrez gene/locuslink:181291,entrez gene/locuslink:177546
entrez gene/locuslink:178846,entrez gene/locuslink:177546
entrez gene/locuslink:175410,entrez gene/locuslink:177546
entrez gene/locuslink:174462,entrez gene/locuslink:177546
entrez gene/locuslink:178104,entrez gene/locuslink:177546
entrez gene/locuslink:175909,entrez gene/locuslink:175484
entrez gene/locuslink:181291,entrez gene/locuslink:175484
entrez gene/locuslink:180982,entrez gene/locuslink:177335
entrez gene/locuslink:176065,entrez gene/locuslink:175605
entrez gene/locuslink:180982,entrez gene/locuslink:175605
entrez gene/locuslink:181291,entrez gene/locuslink:175605
entrez gene/locuslink:175410,entrez gene/locuslink:175605
entrez gene/locuslink:180982,entrez gene/locuslink:175600
entrez gene/locuslink:175410,entrez gene/locuslink:175600
entrez gene/locuslink:175410,entrez gene/locuslink:175607
entrez gene/locuslink:180982,entrez gene/locuslink:185322
entrez gene/locuslink:180982,entrez gene/locuslink:175603
entrez gene/locuslink:176286,entrez gene/locuslink:180441
entrez gene/locuslink:175909,entrez gene/locuslink:178001
entrez gene/locuslink:176065,entrez gene/locuslink:178001
entrez gene/locuslink:174044,entrez gene/locuslink:178001
